% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
16.525	1	1	1653	6	1	14	1620
16.539	1	1	1654	10	1	14	1620
16.54	1	1	1655	1	1	14	1620
16.554	1	1	1656	5	1	14	1620
16.555	1	1	1656	6	1	14	1620
16.569	1	1	1657	10	1	14	1620
16.57	1	1	1658	1	1	14	1620
16.584	1	1	1659	5	1	14	1620
16.585	1	1	1659	6	1	14	1620
16.599	1	1	1660	10	1	14	1620
16.6	1	1	1661	1	1	14	1620
16.614	1	1	1662	5	1	14	1620
16.615	1	1	1662	6	1	14	1620
16.629	1	1	1663	10	1	14	1620
16.63	1	1	1664	1	1	14	1620
16.644	1	1	1665	5	1	14	1620
16.645	1	1	1665	6	1	14	1620
16.659	1	1	1666	10	1	14	1620
16.66	1	1	1667	1	1	14	1620
16.674	1	1	1668	5	1	14	1620
16.675	1	1	1668	6	1	14	1620
16.689	1	1	1669	10	1	14	1620
16.69	1	1	1670	1	1	14	1620
16.704	1	1	1671	5	1	14	1620
16.705	1	1	1671	6	1	14	1620
16.719	1	1	1672	10	1	14	1620
16.72	1	1	1673	1	1	14	1620
16.734	1	1	1674	5	1	14	1620
16.735	1	1	1674	6	1	14	1620
16.749	1	1	1675	10	1	14	1620
16.75	1	1	1676	1	1	14	1620
16.764	1	1	1677	5	1	14	1620
16.765	1	1	1677	6	1	14	1620
16.779	1	1	1678	10	1	14	1620
16.78	1	1	1679	1	1	14	1620
16.781	1	1	1679	2	1	14	1620
16.794	1	1	1680	5	1	14	1620
16.795	1	1	1680	6	1	14	1620
16.809	1	1	1681	10	1	14	1620
16.81	1	1	1682	1	1	14	1620
16.811	1	1	1682	2	1	14	1620
16.824	1	1	1683	5	1	14	1620
16.839	1	1	1684	10	1	14	1620
16.854	1	1	1686	5	1	14	1620
16.869	1	1	1687	10	1	14	1620
16.87	1	1	1688	1	1	14	1620
16.884	1	1	1689	5	1	14	1620
16.885	1	1	1689	6	1	14	1620
16.899	1	1	1690	10	1	14	1620
16.9	1	1	1691	1	1	14	1620
16.914	1	1	1692	5	1	14	1620
16.915	1	1	1692	6	1	14	1620
16.929	1	1	1693	10	1	14	1620
16.93	1	1	1694	1	1	14	1620
16.944	1	1	1695	5	1	14	1620
16.945	1	1	1695	6	1	14	1620
16.959	1	1	1696	10	1	14	1620
16.96	1	1	1697	1	1	14	1620
16.974	1	1	1698	5	1	14	1620
16.975	1	1	1698	6	1	14	1620
16.989	1	1	1699	10	1	14	1620
16.99	1	1	1700	1	1	14	1620
17.004	1	1	1701	5	1	14	1620
17.005	1	1	1701	6	1	14	1620
17.019	1	1	1702	10	1	14	1620
17.02	1	1	1703	1	1	14	1620
17.034	1	1	1704	5	1	14	1620
17.035	1	1	1704	6	1	14	1620
17.049	1	1	1705	10	1	14	1620
17.05	1	1	1706	1	1	14	1620
17.064	1	1	1707	5	1	14	1620
17.065	1	1	1707	6	1	14	1620
17.079	1	1	1708	10	1	14	1620
17.08	1	1	1709	1	1	14	1620
17.094	1	1	1710	5	1	14	1620
17.095	1	1	1710	6	1	14	1620
17.109	1	1	1711	10	1	14	1620
17.11	1	1	1712	1	1	14	1620
17.124	1	1	1713	5	1	14	1620
17.125	1	1	1713	6	1	14	1620
17.139	1	1	1714	10	1	14	1620
17.14	1	1	1715	1	1	14	1620
17.141	1	1	1715	2	1	14	1620
17.154	1	1	1716	5	1	14	1620
17.155	1	1	1716	6	1	14	1620
17.169	1	1	1717	10	1	14	1620
17.17	1	1	1718	1	1	14	1620
17.171	1	1	1718	2	1	14	1620
17.184	1	1	1719	5	1	14	1620
17.199	1	1	1720	10	1	14	1620
17.214	1	1	1722	5	1	14	1620
17.229	1	1	1723	10	1	14	1620
17.23	1	1	1724	1	1	14	1620
17.244	1	1	1725	5	1	14	1620
17.245	1	1	1725	6	1	14	1620
17.259	1	1	1726	10	1	14	1620
17.26	1	1	1727	1	1	14	1620
17.274	1	1	1728	5	1	14	1620
17.275	1	1	1728	6	1	14	1620
17.289	1	1	1729	10	1	14	1620
17.29	1	1	1730	1	1	14	1620
17.304	1	1	1731	5	1	14	1620
17.305	1	1	1731	6	1	14	1620
17.319	1	1	1732	10	1	14	1620
17.32	1	1	1733	1	1	14	1620
17.334	1	1	1734	5	1	14	1620
17.335	1	1	1734	6	1	14	1620
17.349	1	1	1735	10	1	14	1620
17.35	1	1	1736	1	1	14	1620
17.364	1	1	1737	5	1	14	1620
17.365	1	1	1737	6	1	14	1620
17.379	1	1	1738	10	1	14	1620
17.38	1	1	1739	1	1	14	1620
17.394	1	1	1740	5	1	14	1620
17.395	1	1	1740	6	1	14	1620
17.409	1	1	1741	10	1	14	1620
17.41	1	1	1742	1	1	14	1620
17.424	1	1	1743	5	1	14	1620
17.425	1	1	1743	6	1	14	1620
17.439	1	1	1744	10	1	14	1620
17.44	1	1	1745	1	1	14	1620
17.454	1	1	1746	5	1	14	1620
17.455	1	1	1746	6	1	14	1620
17.469	1	1	1747	10	1	14	1620
17.47	1	1	1748	1	1	14	1620
17.484	1	1	1749	5	1	14	1620
17.485	1	1	1749	6	1	14	1620
17.499	1	1	1750	10	1	14	1620
17.5	1	1	1751	1	1	14	1620
17.501	1	1	1751	2	1	14	1620
17.514	1	1	1752	5	1	14	1620
17.515	1	1	1752	6	1	14	1620
17.529	1	1	1753	10	1	14	1620
17.53	1	1	1754	1	1	14	1620
17.531	1	1	1754	2	1	14	1620
17.544	1	1	1755	5	1	14	1620
17.559	1	1	1756	10	1	14	1620
17.574	1	1	1758	5	1	14	1620
17.589	1	1	1759	10	1	14	1620
17.59	1	1	1760	1	1	14	1620
17.604	1	1	1761	5	1	14	1620
17.605	1	1	1761	6	1	14	1620
17.619	1	1	1762	10	1	14	1620
17.62	1	1	1763	1	1	14	1620
17.634	1	1	1764	5	1	14	1620
17.635	1	1	1764	6	1	14	1620
17.649	1	1	1765	10	1	14	1620
17.65	1	1	1766	1	1	14	1620
17.664	1	1	1767	5	1	14	1620
17.665	1	1	1767	6	1	14	1620
17.679	1	1	1768	10	1	14	1620
17.68	1	1	1769	1	1	14	1620
17.694	1	1	1770	5	1	14	1620
17.695	1	1	1770	6	1	14	1620
17.709	1	1	1771	10	1	14	1620
17.71	1	1	1772	1	1	14	1620
17.724	1	1	1773	5	1	14	1620
17.725	1	1	1773	6	1	14	1620
17.739	1	1	1774	10	1	14	1620
17.74	1	1	1775	1	1	14	1620
17.754	1	1	1776	5	1	14	1620
17.755	1	1	1776	6	1	14	1620
17.769	1	1	1777	10	1	14	1620
17.77	1	1	1778	1	1	14	1620
17.784	1	1	1779	5	1	14	1620
17.785	1	1	1779	6	1	14	1620
17.799	1	1	1780	10	1	14	1620
17.8	1	1	1781	1	1	14	1620
17.814	1	1	1782	5	1	14	1620
17.815	1	1	1782	6	1	14	1620
17.829	1	1	1783	10	1	14	1620
17.83	1	1	1784	1	1	14	1620
17.844	1	1	1785	5	1	14	1620
17.845	1	1	1785	6	1	14	1620
17.859	1	1	1786	10	1	14	1620
17.86	1	1	1787	1	1	14	1620
17.861	1	1	1787	2	1	14	1620
17.874	1	1	1788	5	1	14	1620
17.875	1	1	1788	6	1	14	1620
17.889	1	1	1789	10	1	14	1620
17.89	1	1	1790	1	1	14	1620
17.891	1	1	1790	2	1	14	1620
17.904	1	1	1791	5	1	14	1620
17.919	1	1	1792	10	1	14	1620
17.934	1	1	1794	5	1	14	1620
17.949	1	1	1795	10	1	14	1620
17.95	1	1	1796	1	1	14	1620
17.964	1	1	1797	5	1	14	1620
17.965	1	1	1797	6	1	14	1620
17.979	1	1	1798	10	1	14	1620
17.98	1	1	1799	1	1	14	1620
17.994	1	1	1800	5	1	14	1620
17.995	1	1	1800	6	1	14	1620
18.009	1	1	1801	10	1	14	1620
18.01	1	1	1802	1	1	14	1620
18.024	1	1	1803	5	1	14	1620
18.025	1	1	1803	6	1	14	1620
18.039	1	1	1804	10	1	14	1620
18.04	1	1	1805	1	1	14	1620
18.054	1	1	1806	5	1	14	1620
18.055	1	1	1806	6	1	14	1620
18.069	1	1	1807	10	1	14	1620
18.07	1	1	1808	1	1	14	1620
18.084	1	1	1809	5	1	14	1620
18.085	1	1	1809	6	1	14	1620
18.099	1	1	1810	10	1	14	1620
18.1	1	1	1811	1	1	14	1620
18.114	1	1	1812	5	1	14	1620
18.115	1	1	1812	6	1	14	1620
18.129	1	1	1813	10	1	14	1620
18.13	1	1	1814	1	1	14	1620
18.144	1	1	1815	5	1	14	1620
18.145	1	1	1815	6	1	14	1620
18.159	1	1	1816	10	1	14	1620
18.16	1	1	1817	1	1	14	1620
18.174	1	1	1818	5	1	14	1620
18.175	1	1	1818	6	1	14	1620
18.189	1	1	1819	10	1	14	1620
18.19	1	1	1820	1	1	14	1620
18.204	1	1	1821	5	1	14	1620
18.205	1	1	1821	6	1	14	1620
18.219	1	1	1822	10	1	14	1620
18.22	1	1	1823	1	1	14	1620
18.221	1	1	1823	2	1	14	1620
18.234	1	1	1824	5	1	14	1620
18.235	1	1	1824	6	1	14	1620
18.249	1	1	1825	10	1	14	1620
18.25	1	1	1826	1	1	14	1620
18.251	1	1	1826	2	1	14	1620
18.264	1	1	1827	5	1	14	1620
18.279	1	1	1828	10	1	14	1620
18.294	1	1	1830	5	1	14	1620
18.309	1	1	1831	10	1	14	1620
18.31	1	1	1832	1	1	14	1620
18.324	1	1	1833	5	1	14	1620
18.325	1	1	1833	6	1	14	1620
18.339	1	1	1834	10	1	14	1620
18.34	1	1	1835	1	1	14	1620
18.354	1	1	1836	5	1	14	1620
18.355	1	1	1836	6	1	14	1620
18.369	1	1	1837	10	1	14	1620
18.37	1	1	1838	1	1	14	1620
18.384	1	1	1839	5	1	14	1620
18.385	1	1	1839	6	1	14	1620
18.399	1	1	1840	10	1	14	1620
18.4	1	1	1841	1	1	14	1620
18.414	1	1	1842	5	1	14	1620
18.415	1	1	1842	6	1	14	1620
18.429	1	1	1843	10	1	14	1620
18.43	1	1	1844	1	1	14	1620
18.444	1	1	1845	5	1	14	1620
18.445	1	1	1845	6	1	14	1620
18.459	1	1	1846	10	1	14	1620
18.46	1	1	1847	1	1	14	1620
18.474	1	1	1848	5	1	14	1620
18.475	1	1	1848	6	1	14	1620
18.489	1	1	1849	10	1	14	1620
18.49	1	1	1850	1	1	14	1620
18.504	1	1	1851	5	1	14	1620
18.505	1	1	1851	6	1	14	1620
18.519	1	1	1852	10	1	14	1620
18.52	1	1	1853	1	1	14	1620
18.534	1	1	1854	5	1	14	1620
18.535	1	1	1854	6	1	14	1620
18.549	1	1	1855	10	1	14	1620
18.55	1	1	1856	1	1	14	1620
18.564	1	1	1857	5	1	14	1620
18.565	1	1	1857	6	1	14	1620
18.579	1	1	1858	10	1	14	1620
18.58	1	1	1859	1	1	14	1620
18.581	1	1	1859	2	1	14	1620
18.594	1	1	1860	5	1	14	1620
18.595	1	1	1860	6	1	14	1620
18.609	1	1	1861	10	1	14	1620
18.61	1	1	1862	1	1	14	1620
18.611	1	1	1862	2	1	14	1620
18.624	1	1	1863	5	1	14	1620
18.639	1	1	1864	10	1	14	1620
18.654	1	1	1866	5	1	14	1620
18.669	1	1	1867	10	1	14	1620
18.67	1	1	1868	1	1	14	1620
18.684	1	1	1869	5	1	14	1620
18.685	1	1	1869	6	1	14	1620
18.699	1	1	1870	10	1	14	1620
18.7	1	1	1871	1	1	14	1620
18.714	1	1	1872	5	1	14	1620
18.715	1	1	1872	6	1	14	1620
18.729	1	1	1873	10	1	14	1620
18.73	1	1	1874	1	1	14	1620
18.744	1	1	1875	5	1	14	1620
18.745	1	1	1875	6	1	14	1620
18.759	1	1	1876	10	1	14	1620
18.76	1	1	1877	1	1	14	1620
18.774	1	1	1878	5	1	14	1620
18.775	1	1	1878	6	1	14	1620
18.789	1	1	1879	10	1	14	1620
18.79	1	1	1880	1	1	14	1620
18.804	1	1	1881	5	1	14	1620
18.805	1	1	1881	6	1	14	1620
18.819	1	1	1882	10	1	14	1620
18.82	1	1	1883	1	1	14	1620
18.834	1	1	1884	5	1	14	1620
18.835	1	1	1884	6	1	14	1620
18.849	1	1	1885	10	1	14	1620
18.85	1	1	1886	1	1	14	1620
18.864	1	1	1887	5	1	14	1620
18.865	1	1	1887	6	1	14	1620
18.879	1	1	1888	10	1	14	1620
18.88	1	1	1889	1	1	14	1620
18.894	1	1	1890	5	1	14	1620
18.895	1	1	1890	6	1	14	1620
18.909	1	1	1891	10	1	14	1620
18.91	1	1	1892	1	1	14	1620
18.924	1	1	1893	5	1	14	1620
18.925	1	1	1893	6	1	14	1620
18.939	1	1	1894	10	1	14	1620
18.94	1	1	1895	1	1	14	1620
18.941	1	1	1895	2	1	14	1620
18.954	1	1	1896	5	1	14	1620
18.955	1	1	1896	6	1	14	1620
18.969	1	1	1897	10	1	14	1620
18.97	1	1	1898	1	1	14	1620
18.971	1	1	1898	2	1	14	1620
18.984	1	1	1899	5	1	14	1620
18.999	1	1	1900	10	1	14	1620
19.014	1	1	1902	5	1	14	1620
19.029	1	1	1903	10	1	14	1620
19.03	1	1	1904	1	1	14	1620
19.044	1	1	1905	5	1	14	1620
19.045	1	1	1905	6	1	14	1620
19.059	1	1	1906	10	1	14	1620
19.06	1	1	1907	1	1	14	1620
19.074	1	1	1908	5	1	14	1620
19.075	1	1	1908	6	1	14	1620
19.089	1	1	1909	10	1	14	1620
19.09	1	1	1910	1	1	14	1620
19.104	1	1	1911	5	1	14	1620
19.105	1	1	1911	6	1	14	1620
19.119	1	1	1912	10	1	14	1620
19.12	1	1	1913	1	1	14	1620
19.134	1	1	1914	5	1	14	1620
19.135	1	1	1914	6	1	14	1620
19.149	1	1	1915	10	1	14	1620
19.15	1	1	1916	1	1	14	1620
19.164	1	1	1917	5	1	14	1620
19.165	1	1	1917	6	1	14	1620
19.179	1	1	1918	10	1	14	1620
19.18	1	1	1919	1	1	14	1620
19.194	1	1	1920	5	1	14	1620
19.195	1	1	1920	6	1	14	1620
19.209	1	1	1921	10	1	14	1620
19.21	1	1	1922	1	1	14	1620
19.224	1	1	1923	5	1	14	1620
19.225	1	1	1923	6	1	14	1620
19.239	1	1	1924	10	1	14	1620
19.24	1	1	1925	1	1	14	1620
19.254	1	1	1926	5	1	14	1620
19.255	1	1	1926	6	1	14	1620
19.269	1	1	1927	10	1	14	1620
19.27	1	1	1928	1	1	14	1620
19.284	1	1	1929	5	1	14	1620
19.285	1	1	1929	6	1	14	1620
19.299	1	1	1930	10	1	14	1620
19.3	1	1	1931	1	1	14	1620
19.301	1	1	1931	2	1	14	1620
19.314	1	1	1932	5	1	14	1620
19.315	1	1	1932	6	1	14	1620
19.329	1	1	1933	10	1	14	1620
19.33	1	1	1934	1	1	14	1620
19.331	1	1	1934	2	1	14	1620
19.344	1	1	1935	5	1	14	1620
19.359	1	1	1936	10	1	14	1620
19.374	1	1	1938	5	1	14	1620
19.389	1	1	1939	10	1	14	1620
19.39	1	1	1940	1	1	14	1620
19.404	1	1	1941	5	1	14	1620
19.405	1	1	1941	6	1	14	1620
19.419	1	1	1942	10	1	14	1620
19.42	1	1	1943	1	1	14	1620
19.434	1	1	1944	5	1	14	1620
19.435	1	1	1944	6	1	14	1620
19.449	1	1	1945	10	1	14	1620
19.45	1	1	1946	1	1	14	1620
19.464	1	1	1947	5	1	14	1620
19.465	1	1	1947	6	1	14	1620
19.479	1	1	1948	10	1	14	1620
19.48	1	1	1949	1	1	14	1620
19.494	1	1	1950	5	1	14	1620
19.495	1	1	1950	6	1	14	1620
19.509	1	1	1951	10	1	14	1620
19.51	1	1	1952	1	1	14	1620
19.524	1	1	1953	5	1	14	1620
19.525	1	1	1953	6	1	14	1620
19.539	1	1	1954	10	1	14	1620
19.54	1	1	1955	1	1	14	1620
19.554	1	1	1956	5	1	14	1620
19.555	1	1	1956	6	1	14	1620
19.569	1	1	1957	10	1	14	1620
19.57	1	1	1958	1	1	14	1620
19.584	1	1	1959	5	1	14	1620
19.585	1	1	1959	6	1	14	1620
19.599	1	1	1960	10	1	14	1620
19.6	1	1	1961	1	1	14	1620
19.614	1	1	1962	5	1	14	1620
19.615	1	1	1962	6	1	14	1620
19.629	1	1	1963	10	1	14	1620
19.63	1	1	1964	1	1	14	1620
19.644	1	1	1965	5	1	14	1620
19.645	1	1	1965	6	1	14	1620
19.659	1	1	1966	10	1	14	1620
19.66	1	1	1967	1	1	14	1620
19.661	1	1	1967	2	1	14	1620
19.674	1	1	1968	5	1	14	1620
19.675	1	1	1968	6	1	14	1620
19.689	1	1	1969	10	1	14	1620
19.69	1	1	1970	1	1	14	1620
19.691	1	1	1970	2	1	14	1620
19.704	1	1	1971	5	1	14	1620
19.719	1	1	1972	10	1	14	1620
19.734	1	1	1974	5	1	14	1620
19.749	1	1	1975	10	1	14	1620
19.75	1	1	1976	1	1	14	1620
19.764	1	1	1977	5	1	14	1620
19.765	1	1	1977	6	1	14	1620
19.779	1	1	1978	10	1	14	1620
19.78	1	1	1979	1	1	14	1620
19.794	1	1	1980	5	1	14	1620
19.795	1	1	1980	6	1	14	1620
19.809	1	1	1981	10	1	14	1620
19.81	1	1	1982	1	1	14	1620
19.824	1	1	1983	5	1	14	1620
19.825	1	1	1983	6	1	14	1620
19.839	1	1	1984	10	1	14	1620
19.84	1	1	1985	1	1	14	1620
19.854	1	1	1986	5	1	14	1620
19.855	1	1	1986	6	1	14	1620
19.869	1	1	1987	10	1	14	1620
19.87	1	1	1988	1	1	14	1620
19.884	1	1	1989	5	1	14	1620
19.885	1	1	1989	6	1	14	1620
19.899	1	1	1990	10	1	14	1620
19.9	1	1	1991	1	1	14	1620
19.914	1	1	1992	5	1	14	1620
19.915	1	1	1992	6	1	14	1620
19.929	1	1	1993	10	1	14	1620
19.93	1	1	1994	1	1	14	1620
19.944	1	1	1995	5	1	14	1620
19.945	1	1	1995	6	1	14	1620
19.959	1	1	1996	10	1	14	1620
19.96	1	1	1997	1	1	14	1620
19.974	1	1	1998	5	1	14	1620
19.975	1	1	1998	6	1	14	1620
19.989	1	1	1999	10	1	14	1620
19.99	1	1	2000	1	1	14	1620
20.004	1	1	2001	5	1	14	1620
20.005	1	1	2001	6	1	14	1620
20.019	1	1	2002	10	1	14	1620
20.02	1	1	2003	1	1	14	1620
20.021	1	1	2003	2	1	14	1620
20.034	1	1	2004	5	1	14	1620
20.035	1	1	2004	6	1	14	1620
20.049	1	1	2005	10	1	14	1620
20.05	1	1	2006	1	1	14	1620
20.051	1	1	2006	2	1	14	1620
20.064	1	1	2007	5	1	14	1620
20.079	1	1	2008	10	1	14	1620
20.094	1	1	2010	5	1	14	1620
20.109	1	1	2011	10	1	14	1620
20.11	1	1	2012	1	1	14	1620
20.124	1	1	2013	5	1	14	1620
20.125	1	1	2013	6	1	14	1620
20.139	1	1	2014	10	1	14	1620
20.14	1	1	2015	1	1	14	1620
20.154	1	1	2016	5	1	14	1620
20.155	1	1	2016	6	1	14	1620
20.169	1	1	2017	10	1	14	1620
20.17	1	1	2018	1	1	14	1620
20.184	1	1	2019	5	1	14	1620
20.185	1	1	2019	6	1	14	1620
20.199	1	1	2020	10	1	14	1620
20.2	1	1	2021	1	1	14	1620
20.214	1	1	2022	5	1	14	1620
20.215	1	1	2022	6	1	14	1620
20.229	1	1	2023	10	1	14	1620
20.23	1	1	2024	1	1	14	1620
20.244	1	1	2025	5	1	14	1620
20.245	1	1	2025	6	1	14	1620
20.259	1	1	2026	10	1	14	1620
20.26	1	1	2027	1	1	14	1620
20.274	1	1	2028	5	1	14	1620
20.275	1	1	2028	6	1	14	1620
20.289	1	1	2029	10	1	14	1620
20.29	1	1	2030	1	1	14	1620
20.304	1	1	2031	5	1	14	1620
20.305	1	1	2031	6	1	14	1620
20.319	1	1	2032	10	1	14	1620
20.32	1	1	2033	1	1	14	1620
20.334	1	1	2034	5	1	14	1620
20.335	1	1	2034	6	1	14	1620
20.349	1	1	2035	10	1	14	1620
20.35	1	1	2036	1	1	14	1620
20.364	1	1	2037	5	1	14	1620
20.365	1	1	2037	6	1	14	1620
20.379	1	1	2038	10	1	14	1620
20.38	1	1	2039	1	1	14	1620
20.381	1	1	2039	2	1	14	1620
20.394	1	1	2040	5	1	14	1620
20.395	1	1	2040	6	1	14	1620
20.409	1	1	2041	10	1	14	1620
20.41	1	1	2042	1	1	14	1620
20.411	1	1	2042	2	1	14	1620
20.424	1	1	2043	5	1	14	1620
20.439	1	1	2044	10	1	14	1620
20.454	1	1	2046	5	1	14	1620
20.469	1	1	2047	10	1	14	1620
20.47	1	1	2048	1	1	14	1620
20.484	1	1	2049	5	1	14	1620
20.485	1	1	2049	6	1	14	1620
20.499	1	1	2050	10	1	14	1620
20.5	1	1	2051	1	1	14	1620
20.514	1	1	2052	5	1	14	1620
20.515	1	1	2052	6	1	14	1620
20.529	1	1	2053	10	1	14	1620
20.53	1	1	2054	1	1	14	1620
20.544	1	1	2055	5	1	14	1620
20.545	1	1	2055	6	1	14	1620
20.559	1	1	2056	10	1	14	1620
20.56	1	1	2057	1	1	14	1620
20.574	1	1	2058	5	1	14	1620
20.575	1	1	2058	6	1	14	1620
20.589	1	1	2059	10	1	14	1620
20.59	1	1	2060	1	1	14	1620
20.604	1	1	2061	5	1	14	1620
20.605	1	1	2061	6	1	14	1620
20.619	1	1	2062	10	1	14	1620
20.62	1	1	2063	1	1	14	1620
20.634	1	1	2064	5	1	14	1620
20.635	1	1	2064	6	1	14	1620
20.649	1	1	2065	10	1	14	1620
20.65	1	1	2066	1	1	14	1620
20.664	1	1	2067	5	1	14	1620
20.665	1	1	2067	6	1	14	1620
20.679	1	1	2068	10	1	14	1620
20.68	1	1	2069	1	1	14	1620
20.694	1	1	2070	5	1	14	1620
20.695	1	1	2070	6	1	14	1620
20.709	1	1	2071	10	1	14	1620
20.71	1	1	2072	1	1	14	1620
20.724	1	1	2073	5	1	14	1620
20.725	1	1	2073	6	1	14	1620
20.739	1	1	2074	10	1	14	1620
20.74	1	1	2075	1	1	14	1620
20.741	1	1	2075	2	1	14	1620
20.754	1	1	2076	5	1	14	1620
20.755	1	1	2076	6	1	14	1620
20.769	1	1	2077	10	1	14	1620
20.77	1	1	2078	1	1	14	1620
20.771	1	1	2078	2	1	14	1620
20.784	1	1	2079	5	1	14	1620
20.799	1	1	2080	10	1	14	1620
20.814	1	1	2082	5	1	14	1620
20.829	1	1	2083	10	1	14	1620
20.83	1	1	2084	1	1	14	1620
20.844	1	1	2085	5	1	14	1620
20.845	1	1	2085	6	1	14	1620
20.859	1	1	2086	10	1	14	1620
20.86	1	1	2087	1	1	14	1620
20.874	1	1	2088	5	1	14	1620
20.875	1	1	2088	6	1	14	1620
20.889	1	1	2089	10	1	14	1620
20.89	1	1	2090	1	1	14	1620
20.904	1	1	2091	5	1	14	1620
20.905	1	1	2091	6	1	14	1620
20.919	1	1	2092	10	1	14	1620
20.92	1	1	2093	1	1	14	1620
20.934	1	1	2094	5	1	14	1620
20.935	1	1	2094	6	1	14	1620
20.949	1	1	2095	10	1	14	1620
20.95	1	1	2096	1	1	14	1620
20.964	1	1	2097	5	1	14	1620
20.965	1	1	2097	6	1	14	1620
20.979	1	1	2098	10	1	14	1620
20.98	1	1	2099	1	1	14	1620
20.994	1	1	2100	5	1	14	1620
20.995	1	1	2100	6	1	14	1620
21.009	1	1	2101	10	1	14	1620
21.01	1	1	2102	1	1	14	1620
21.024	1	1	2103	5	1	14	1620
21.025	1	1	2103	6	1	14	1620
21.039	1	1	2104	10	1	14	1620
21.04	1	1	2105	1	1	14	1620
21.054	1	1	2106	5	1	14	1620
21.055	1	1	2106	6	1	14	1620
21.069	1	1	2107	10	1	14	1620
21.07	1	1	2108	1	1	14	1620
21.084	1	1	2109	5	1	14	1620
21.085	1	1	2109	6	1	14	1620
21.099	1	1	2110	10	1	14	1620
21.1	1	1	2111	1	1	14	1620
21.101	1	1	2111	2	1	14	1620
21.114	1	1	2112	5	1	14	1620
21.115	1	1	2112	6	1	14	1620
21.129	1	1	2113	10	1	14	1620
21.13	1	1	2114	1	1	14	1620
21.131	1	1	2114	2	1	14	1620
21.144	1	1	2115	5	1	14	1620
21.159	1	1	2116	10	1	14	1620
21.174	1	1	2118	5	1	14	1620
21.189	1	1	2119	10	1	14	1620
21.19	1	1	2120	1	1	14	1620
21.204	1	1	2121	5	1	14	1620
21.205	1	1	2121	6	1	14	1620
21.219	1	1	2122	10	1	14	1620
21.22	1	1	2123	1	1	14	1620
21.234	1	1	2124	5	1	14	1620
21.235	1	1	2124	6	1	14	1620
21.249	1	1	2125	10	1	14	1620
21.25	1	1	2126	1	1	14	1620
21.264	1	1	2127	5	1	14	1620
21.265	1	1	2127	6	1	14	1620
21.279	1	1	2128	10	1	14	1620
21.28	1	1	2129	1	1	14	1620
21.294	1	1	2130	5	1	14	1620
21.295	1	1	2130	6	1	14	1620
21.309	1	1	2131	10	1	14	1620
21.31	1	1	2132	1	1	14	1620
21.324	1	1	2133	5	1	14	1620
21.325	1	1	2133	6	1	14	1620
21.339	1	1	2134	10	1	14	1620
21.34	1	1	2135	1	1	14	1620
21.354	1	1	2136	5	1	14	1620
21.355	1	1	2136	6	1	14	1620
21.369	1	1	2137	10	1	14	1620
21.37	1	1	2138	1	1	14	1620
21.384	1	1	2139	5	1	14	1620
21.385	1	1	2139	6	1	14	1620
21.399	1	1	2140	10	1	14	1620
21.4	1	1	2141	1	1	14	1620
21.414	1	1	2142	5	1	14	1620
21.415	1	1	2142	6	1	14	1620
21.429	1	1	2143	10	1	14	1620
21.43	1	1	2144	1	1	14	1620
21.444	1	1	2145	5	1	14	1620
21.445	1	1	2145	6	1	14	1620
21.459	1	1	2146	10	1	14	1620
21.46	1	1	2147	1	1	14	1620
21.461	1	1	2147	2	1	14	1620
21.474	1	1	2148	5	1	14	1620
21.475	1	1	2148	6	1	14	1620
21.489	1	1	2149	10	1	14	1620
21.49	1	1	2150	1	1	14	1620
21.491	1	1	2150	2	1	14	1620
21.504	1	1	2151	5	1	14	1620
21.519	1	1	2152	10	1	14	1620
21.534	1	1	2154	5	1	14	1620
21.549	1	1	2155	10	1	14	1620
21.55	1	1	2156	1	1	14	1620
21.564	1	1	2157	5	1	14	1620
21.565	1	1	2157	6	1	14	1620
21.579	1	1	2158	10	1	14	1620
21.58	1	1	2159	1	1	14	1620
21.594	1	1	2160	5	1	14	1620
21.595	1	1	2160	6	1	14	1620
21.609	1	1	2161	10	1	14	1620
21.61	1	1	2162	1	1	14	1620
21.624	1	1	2163	5	1	14	1620
21.625	1	1	2163	6	1	14	1620
21.639	1	1	2164	10	1	14	1620
21.64	1	1	2165	1	1	14	1620
21.654	1	1	2166	5	1	14	1620
21.655	1	1	2166	6	1	14	1620
21.669	1	1	2167	10	1	14	1620
21.67	1	1	2168	1	1	14	1620
21.684	1	1	2169	5	1	14	1620
21.685	1	1	2169	6	1	14	1620
21.699	1	1	2170	10	1	14	1620
21.7	1	1	2171	1	1	14	1620
21.714	1	1	2172	5	1	14	1620
21.715	1	1	2172	6	1	14	1620
21.729	1	1	2173	10	1	14	1620
21.73	1	1	2174	1	1	14	1620
21.744	1	1	2175	5	1	14	1620
21.745	1	1	2175	6	1	14	1620
21.759	1	1	2176	10	1	14	1620
21.76	1	1	2177	1	1	14	1620
21.774	1	1	2178	5	1	14	1620
21.775	1	1	2178	6	1	14	1620
21.789	1	1	2179	10	1	14	1620
21.79	1	1	2180	1	1	14	1620
21.804	1	1	2181	5	1	14	1620
21.805	1	1	2181	6	1	14	1620
21.819	1	1	2182	10	1	14	1620
21.82	1	1	2183	1	1	14	1620
21.821	1	1	2183	2	1	14	1620
21.834	1	1	2184	5	1	14	1620
21.835	1	1	2184	6	1	14	1620
21.849	1	1	2185	10	1	14	1620
21.85	1	1	2186	1	1	14	1620
